# abs_vel_axis  fit_absorption_spectrum  abs_noise_env_prime  em_vel_axis  fit_emission_spectrum  em_spectrum_err
-2.345394978100000003e+02 1.080907766666666436e+00 2.404060781564931748e-01 -1.500679085799999939e+02 8.463356400570768434e-01 6.246931599999999918e+00
-2.341271453299999905e+02 1.081788499999999820e+00 2.422826159038469485e-01 -1.504802610499999957e+02 2.621184693731184012e+00 4.969287999999999705e+00
-2.337147928599999887e+02 1.120264766666666523e+00 2.406769701000987804e-01 -1.508926135199999976e+02 1.281018195438624607e+00 4.826332999999999984e+00
-2.333024403899999868e+02 1.175195599999999896e+00 2.401449554021625465e-01 -1.513049659899999995e+02 -9.848848728539350006e-01 4.780113700000000243e+00
-2.328900879200000134e+02 1.278534199999999732e+00 2.378684185117247163e-01 -1.517173184600000013e+02 -1.654062498126148029e+00 8.135341000000000378e+00
-2.324777354500000115e+02 1.378348133333333170e+00 2.331444204214108418e-01 -1.521296709400000111e+02 1.584132829934971953e+00 5.473436399999999757e+00
-2.320653829800000096e+02 1.338104666666666498e+00 2.286874124055918445e-01 -1.525420234100000130e+02 4.058647360996092246e+00 4.006522699999999659e+00
-2.316530305100000078e+02 1.187437499999999702e+00 2.314781651128605677e-01 -1.529543758799999864e+02 2.237743649036865623e+00 4.503875700000000037e+00
-2.312406780400000059e+02 1.061562866666666549e+00 2.352480047237117122e-01 -1.533667283499999883e+02 -1.749463379589026646e+00 5.583518500000000273e+00
-2.308283255700000041e+02 9.861627999999998950e-01 2.293891216822912527e-01 -1.537790808199999901e+02 -4.873791848214919398e+00 4.798092399999999813e+00
-2.304159730899999943e+02 9.380536333333332477e-01 2.278398169123468098e-01 -1.541914332899999920e+02 -4.160242108987132426e+00 4.262938499999999742e+00
-2.300036206199999924e+02 9.029234333333331364e-01 2.244517464598830558e-01 -1.546037857700000018e+02 -4.102335257592678808e+00 5.398793000000000397e+00
-2.295912681499999906e+02 9.239697533333331991e-01 2.291253769156919307e-01 -1.550161382400000036e+02 -5.106866812864892857e+00 4.420917000000000208e+00
-2.291789156799999887e+02 9.626298199999998584e-01 2.302417294537350834e-01 -1.554284907100000055e+02 -4.844773641324118252e+00 4.877251000000000225e+00
-2.287665632099999868e+02 9.960376199999998459e-01 2.267876462485401146e-01 -1.558408431800000074e+02 -3.374893589950011208e+00 4.707408000000000037e+00
-2.283542107400000134e+02 1.024842833333333258e+00 2.302763873842371689e-01 -1.562531956500000092e+02 -2.766141285759040613e-01 3.482962000000000113e+00
-2.279418582700000115e+02 1.051427566666666591e+00 2.301920301971989713e-01 -1.566655481200000111e+02 2.219491508131536506e+00 5.366775500000000143e+00
-2.275295058000000097e+02 1.007417866666666439e+00 2.407807517895549643e-01 -1.570779005900000129e+02 2.400362195259901910e-01 4.592651400000000272e+00
-2.271171533300000078e+02 1.018683933333333291e+00 2.438545705400651520e-01 -1.574902530699999943e+02 -2.875498415746223113e+00 1.018680100000000088e+01
-2.267048008600000060e+02 1.012483633333333133e+00 2.426299618293290272e-01 -1.579026055399999962e+02 -5.564649536685102760e+00 7.958158000000000065e+00
-2.262924483799999962e+02 9.982809999999998629e-01 2.416374040451504945e-01 -1.583149580099999980e+02 -1.093759265310995543e+00 5.853754999999999598e+00
-2.258800959099999943e+02 9.251702099999998818e-01 2.380673330088661221e-01 -1.587273104799999999e+02 3.038351872729778247e+00 5.201260600000000345e+00
-2.254677434399999925e+02 8.895456099999998756e-01 2.426518976791883497e-01 -1.591396629500000017e+02 3.180057690103885282e+00 4.827213999999999672e+00
-2.250553909699999906e+02 8.954388766666665500e-01 2.376223881571610796e-01 -1.595520154200000036e+02 3.210673561498339268e+00 6.773398399999999597e+00
-2.246430384999999887e+02 9.036084466666665094e-01 2.394242918875056914e-01 -1.599643679000000134e+02 2.319515602892792572e+00 7.120106999999999964e+00
-2.242306860299999869e+02 9.015695799999998705e-01 2.396745260155904444e-01 -1.603767203699999868e+02 1.121335927287246292e+00 5.315022500000000427e+00
-2.238183335600000134e+02 9.856321799999998579e-01 2.386093477499712234e-01 -1.607890728399999887e+02 2.099050055328019582e+00 8.385832000000000619e+00
-2.234059810900000116e+02 1.145033499999999815e+00 2.378086335358497172e-01 -1.612014253099999905e+02 1.624739563368793327e+00 6.554035999999999973e+00
-2.229936286200000097e+02 1.206412633333333151e+00 2.354532559239069511e-01 -1.616137777799999924e+02 3.383047404742900000e+00 7.571519999999999584e+00
-2.225812761500000079e+02 1.124760656666666581e+00 2.400273480644070090e-01 -1.620261302499999942e+02 2.124942036137353885e+00 8.030169000000000779e+00
-2.221689236699999981e+02 9.677742399999998968e-01 2.386357324549819026e-01 -1.624384827300000040e+02 1.936125950865140943e+00 8.377764000000000877e+00
-2.217565711999999962e+02 9.591261733333331652e-01 2.400960722942982184e-01 -1.628508352000000059e+02 -5.278564407071861808e-03 3.330310599999999788e+00
-2.213442187299999944e+02 1.067188516666666587e+00 2.359636674661758637e-01 -1.632631876700000078e+02 -1.747327290032964831e+00 8.025387999999999522e+00
-2.209318662599999925e+02 1.166069866666666455e+00 2.352243500140124011e-01 -1.636755401400000096e+02 -3.783842141992190822e+00 4.361444500000000168e+00
-2.205195137899999906e+02 1.212364566666666477e+00 2.312233080217250547e-01 -1.640878926100000115e+02 -4.784725893951416786e+00 4.303602999999999845e+00
-2.201071613199999888e+02 1.203991933333333320e+00 2.316055390255717106e-01 -1.645002450800000133e+02 -3.553426615577309988e+00 6.978563000000000294e+00
-2.196948088499999869e+02 1.111795343333333186e+00 2.282914199590956594e-01 -1.649125975499999868e+02 5.559274691504771937e-01 7.685356600000000427e+00
-2.192824563800000135e+02 9.726582433333331723e-01 2.260860067221286407e-01 -1.653249500299999966e+02 3.563687820544930940e+00 5.548118999999999801e+00
-2.188701039100000116e+02 9.073607433333331640e-01 2.236228528195268461e-01 -1.657373024999999984e+02 2.872756445272717229e+00 4.234379299999999624e+00
-2.184577514400000098e+02 9.839328333333332566e-01 2.271577946853835794e-01 -1.661496549700000003e+02 2.958053366468241241e-01 6.090374500000000246e+00
-2.180453989600000000e+02 1.076028399999999774e+00 2.318765804070363479e-01 -1.665620074400000021e+02 4.725218113542644649e-01 5.053800999999999988e+00
-2.176330464899999981e+02 1.081694799999999734e+00 2.360140963234992617e-01 -1.669743599100000040e+02 2.492403962728371614e+00 9.885851000000000610e+00
-2.172206940199999963e+02 1.018240833333333040e+00 2.326787704880764474e-01 -1.673867123800000059e+02 6.474648654122826308e+00 5.887934999999999697e+00
-2.168083415499999944e+02 1.040404733333333054e+00 2.327483206953083750e-01 -1.677990648599999872e+02 5.777456069517278969e+00 3.671333000000000180e+00
-2.163959890799999926e+02 1.083327099999999765e+00 2.360356622125281967e-01 -1.682114173299999891e+02 3.757276744245066080e+00 5.877652000000000321e+00
-2.159836366099999907e+02 1.183217899999999823e+00 2.389172925911196010e-01 -1.686237697999999909e+02 2.465903889525063730e-01 1.173273499999999991e+01
-2.155712841399999888e+02 1.242719266666666433e+00 2.358276943459226005e-01 -1.690361222699999928e+02 -1.013322426733865439e-01 6.708167000000000435e+00
-2.151589316699999870e+02 1.258374233333333203e+00 2.303709652820858100e-01 -1.694484747399999947e+02 -6.594237389659461934e-01 9.112640000000000740e+00
-2.147465792000000135e+02 1.188570966666666395e+00 2.278256267765477738e-01 -1.698608272099999965e+02 7.081582090748277380e-01 5.938544000000000267e+00
-2.143342267300000117e+02 1.052838566666666420e+00 2.312362012453917648e-01 -1.702731796799999984e+02 9.455928161359480333e-01 5.246455700000000277e+00
-2.139218742500000019e+02 8.920326666666664739e-01 2.343595694271838892e-01 -1.706855321600000082e+02 2.300559721863734808e+00 4.813348300000000357e+00
-2.135095217800000000e+02 8.118547866666665502e-01 2.373380615822964224e-01 -1.710978846300000100e+02 1.164740433258188324e+00 7.079677000000000220e+00
-2.130971693099999982e+02 8.559399533333331700e-01 2.365710868232739350e-01 -1.715102371000000119e+02 1.264787849298961930e+00 4.012607000000000035e+00
-2.126848168399999963e+02 1.007472186666666492e+00 2.306680181338839342e-01 -1.719225895700000137e+02 2.885924580673068451e+00 6.472220000000000084e+00
-2.122724643699999945e+02 1.093749399999999872e+00 2.236081141414518747e-01 -1.723349420399999872e+02 2.415388018713842566e+00 7.387233300000000114e+00
-2.118601118999999926e+02 1.037193379999999943e+00 2.156063269504295554e-01 -1.727472945099999890e+02 2.076292819774962606e+00 1.187380699999999933e+01
-2.114477594299999907e+02 9.067756999999998513e-01 2.163187233342571125e-01 -1.731596469899999988e+02 5.127986778360827946e-01 3.381301399999999902e+00
-2.110354069599999889e+02 9.161349333333331790e-01 2.212368017364391981e-01 -1.735719994600000007e+02 1.002906515897202810e+00 4.092788699999999835e+00
-2.106230544899999870e+02 9.997854533333331295e-01 2.286810261171093039e-01 -1.739843519300000025e+02 3.638732162713100293e-01 4.984184700000000134e+00
-2.102107020200000136e+02 1.105034933333333136e+00 2.322505024045274091e-01 -1.743967044000000044e+02 5.242150243120836661e-01 5.319327000000000361e+00
-2.097983495400000038e+02 1.136077099999999840e+00 2.334957080495463355e-01 -1.748090568700000063e+02 -7.635123443138089883e-01 8.900024000000000157e+00
-2.093859970700000019e+02 1.087327866666666587e+00 2.257925142115463080e-01 -1.752214093400000081e+02 -4.863542195860220407e-01 4.460746300000000275e+00
-2.089736446000000001e+02 1.077918499999999780e+00 2.241770637838463864e-01 -1.756337618199999895e+02 -3.678937558191568424e+00 5.169729700000000427e+00
-2.085612921299999982e+02 1.063671199999999928e+00 2.234440477998985430e-01 -1.760461142899999913e+02 -2.342188893463781341e+00 5.787785999999999653e+00
-2.081489396599999964e+02 1.094288999999999845e+00 2.291180643990447796e-01 -1.764584667599999932e+02 -1.882595026123007775e+00 6.443725999999999843e+00
-2.077365871899999945e+02 1.195436366666666528e+00 2.256051993342561846e-01 -1.768708192299999951e+02 4.890928519177656919e-01 5.850634600000000241e+00
-2.073242347199999926e+02 1.320883999999999947e+00 2.237715853687759493e-01 -1.772831716999999969e+02 6.977624232918726577e-01 7.046900700000000128e+00
-2.069118822499999908e+02 1.410866566666666433e+00 2.148769906466468094e-01 -1.776955241699999988e+02 1.216800225365979538e+00 6.823925499999999644e+00
-2.064995297799999889e+02 1.256198823333333214e+00 2.071592369322540483e-01 -1.781078766400000006e+02 1.530518846760433149e+00 5.935480599999999995e+00
-2.060871773099999871e+02 1.036800376666666468e+00 1.988969585587019306e-01 -1.785202291200000104e+02 4.300421815488656568e-02 5.303231000000000250e+00
-2.056748248300000057e+02 1.013073343333333209e+00 1.985205758512075813e-01 -1.789325815900000123e+02 1.242288996216007080e+00 5.059841600000000383e+00
-2.052624723600000038e+02 1.093342953333333201e+00 2.029982717856612384e-01 -1.793449340600000141e+02 1.473295764256780771e+00 8.431905999999999679e+00
-2.048501198900000020e+02 1.074387799999999782e+00 2.089208074586099417e-01 -1.797572865299999876e+02 9.017204656308877020e-01 5.651558399999999871e+00
-2.044377674200000001e+02 9.055542999999999232e-01 2.123857185556737859e-01 -1.801696389999999894e+02 6.591267670049943961e-01 5.300036999999999665e+00
-2.040254149499999983e+02 8.276020999999998962e-01 2.154022395064128514e-01 -1.805819914699999913e+02 6.669455317327813715e-01 8.155421999999999727e+00
-2.036130624799999964e+02 9.364000333333332149e-01 2.128195517837003781e-01 -1.809943439500000011e+02 3.050346276460567996e+00 3.247458200000000073e+00
-2.032007100099999946e+02 9.740647133333332208e-01 2.102834980074304305e-01 -1.814066964200000029e+02 3.695563917855021696e+00 7.090356299999999834e+00
-2.027883575399999927e+02 8.999364799999998166e-01 2.011502539574504533e-01 -1.818190488900000048e+02 4.294077349229127982e+00 6.049337999999999660e+00
-2.023760050699999908e+02 7.596967799999998494e-01 1.929153300373172286e-01 -1.822314013600000067e+02 2.630253473269902109e+00 8.518838000000000577e+00
-2.019636525999999890e+02 7.517860533333331485e-01 1.913771897217476092e-01 -1.826437538300000085e+02 2.221243287977342717e+00 4.841098999999999819e+00
-2.015513001200000076e+02 8.800004866666665260e-01 1.978670376550074606e-01 -1.830561063000000104e+02 3.418395649371795741e+00 5.297474399999999584e+00
-2.011389476500000058e+02 1.049978719999999921e+00 2.060060323609935740e-01 -1.834684587799999917e+02 6.630176761432916344e+00 5.968567000000000178e+00
-2.007265951800000039e+02 1.093463486666666595e+00 2.115487666501017772e-01 -1.838808112499999936e+02 4.547410692827368983e+00 5.203225599999999673e+00
-2.003142427100000020e+02 1.042033069999999784e+00 2.094827163892171995e-01 -1.842931637199999955e+02 3.404824370868143379e+00 4.545132999999999868e+00
-1.999018902400000002e+02 9.729633699999998830e-01 2.093144673588887006e-01 -1.847055161899999973e+02 1.465544798908917201e+00 4.635597699999999932e+00
-1.994895377699999983e+02 1.067410249999999783e+00 2.038726175440881416e-01 -1.851178686599999992e+02 3.936136490283024258e+00 4.713103000000000264e+00
-1.990771852999999965e+02 1.220340199999999875e+00 2.063061050594518220e-01 -1.855302211300000010e+02 3.193761974990464214e+00 4.740273000000000181e+00
-1.986648328299999946e+02 1.292491933333333343e+00 2.088971505943278129e-01 -1.859425736000000029e+02 3.812192576384917597e+00 5.945991499999999874e+00
-1.982524803599999927e+02 1.170326899999999837e+00 2.147358641133659540e-01 -1.863549260800000127e+02 2.602102401112704300e+00 4.885005999999999737e+00
-1.978401278899999909e+02 1.068185766666666536e+00 2.190230265324669134e-01 -1.867672785499999861e+02 2.559376509173824754e+00 5.867574000000000289e+00
-1.974277754100000095e+02 1.062366899999999781e+00 2.179709309810706763e-01 -1.871796310199999880e+02 4.212889370547931556e+00 6.428804999999999659e+00
-1.970154229400000077e+02 1.119652299999999823e+00 2.203150288991641004e-01 -1.875919834899999898e+02 4.394862021922039119e+00 7.916558300000000159e+00
-1.966030704700000058e+02 1.148803433333333235e+00 2.170594173279656036e-01 -1.880043359599999917e+02 4.846652179962813278e+00 7.191469699999999854e+00
-1.961907180000000039e+02 1.120833433333333184e+00 2.137779400382135986e-01 -1.884166884299999936e+02 1.990855314690600508e+00 8.299830999999999293e+00
-1.957783655300000021e+02 1.041140289999999746e+00 2.067722699298966682e-01 -1.888290409100000034e+02 1.273934009418387303e+00 7.791708999999999996e+00
-1.953660130600000002e+02 8.754529233333331328e-01 2.047194236997268990e-01 -1.892413933800000052e+02 1.930956550812840788e+00 1.355860400000000077e+01
-1.949536605899999984e+02 7.601353766666665290e-01 2.065325294249941712e-01 -1.896537458500000071e+02 3.245932472186947582e+00 6.616787999999999670e+00
-1.945413081199999965e+02 7.995989766666665721e-01 2.091037409934569657e-01 -1.900660983200000089e+02 5.556069690227720237e+00 7.008738499999999760e+00
-1.941289556499999946e+02 8.795686433333331777e-01 2.112445797676639758e-01 -1.904784507900000108e+02 4.575887824935160886e+00 7.488302000000000014e+00
-1.937166031700000133e+02 9.299337566666665555e-01 2.056077515872981321e-01 -1.908908032600000126e+02 3.571311289662947974e+00 5.894641400000000253e+00
-1.933042507000000114e+02 9.543347833333332142e-01 1.989622725981768370e-01 -1.913031557399999940e+02 2.111245354390735240e+00 6.462854400000000332e+00
-1.928918982300000096e+02 9.384606699999998858e-01 1.953644522469253075e-01 -1.917155082099999959e+02 2.996988322451855424e+00 6.753030299999999819e+00
-1.924795457600000077e+02 9.633194366666665287e-01 2.068111826199518499e-01 -1.921278606799999977e+02 1.041263670492629245e+00 7.751952600000000082e+00
-1.920671932900000058e+02 9.642270199999998237e-01 2.171170499330486725e-01 -1.925402131499999996e+02 -2.670697054799930470e+00 6.925020700000000140e+00
-1.916548408200000040e+02 1.015409099999999842e+00 2.217056464021548712e-01 -1.929525656200000014e+02 -6.527961030092490624e+00 3.364685800000000171e+00
-1.912424883500000021e+02 1.045299466666666399e+00 2.200923864569691857e-01 -1.933649180900000033e+02 -4.448925602051716943e+00 6.850869699999999618e+00
-1.908301358800000003e+02 1.109170966666666480e+00 2.242494155588743709e-01 -1.937772705600000052e+02 -2.196459095657262939e+00 6.032611400000000401e+00
-1.904177834099999984e+02 1.132272933333333231e+00 2.272364785184668445e-01 -1.941896230399999865e+02 -3.702246195961427233e-01 4.208030700000000124e+00
-1.900054309399999966e+02 1.044834883333333186e+00 2.287168791520231281e-01 -1.946019755099999884e+02 -1.526427227868355940e+00 6.928224600000000066e+00
-1.895930784599999868e+02 9.278927499999998219e-01 2.222600749591302494e-01 -1.950143279799999902e+02 -2.337244961494248763e+00 6.793936000000000419e+00
-1.891807259900000133e+02 9.462505499999998015e-01 2.186249007163954816e-01 -1.954266804499999921e+02 -2.909771898120141476e+00 5.645251000000000019e+00
-1.887683735200000115e+02 1.028404333333333032e+00 2.172674830980139971e-01 -1.958390329199999940e+02 -2.004413557079367969e+00 5.810784299999999902e+00
-1.883560210500000096e+02 1.051599189999999906e+00 2.203459077832057855e-01 -1.962513853899999958e+02 5.920425609817522306e-01 8.060871000000000564e+00
-1.879436685800000078e+02 1.021750956666666488e+00 2.274157803117432264e-01 -1.966637378700000056e+02 1.433483822376205863e+00 6.926172700000000404e+00
-1.875313161100000059e+02 1.004286323333333231e+00 2.261860461746433848e-01 -1.970760903400000075e+02 2.567510653770659346e+00 8.257586999999999122e+00
-1.871189636400000040e+02 1.036666366666666450e+00 2.249969561665579043e-01 -1.974884428100000093e+02 1.450853541811433223e+00 6.478029699999999558e+00
-1.867066111700000022e+02 1.007636419999999866e+00 2.208073953068607209e-01 -1.979007952800000112e+02 2.056866786518873891e+00 5.784661299999999784e+00
-1.862942587000000003e+02 9.335654866666664997e-01 2.214474119141027209e-01 -1.983131477500000130e+02 2.678349195596473886e-01 6.719571000000000183e+00
-1.858819062299999985e+02 9.713190199999998109e-01 2.242556711223449295e-01 -1.987255002199999865e+02 -1.717668132379232659e+00 1.484566099999999977e+01
-1.854695537499999887e+02 1.011512099999999803e+00 2.230076477970563409e-01 -1.991378526999999963e+02 -2.393220583318112826e+00 1.027522300000000044e+01
-1.850572012799999868e+02 9.763976833333332106e-01 2.238123645284194052e-01 -1.995502051699999981e+02 -3.232838933590326036e+00 4.236808299999999861e+00
-1.846448488100000134e+02 7.746882166666665404e-01 2.183759339777222586e-01 -1.999625576400000000e+02 -9.498146355495521442e-01 6.487994999999999735e+00
-1.842324963400000115e+02 6.379289833333332549e-01 2.238131908183519925e-01 -2.003749101100000019e+02 -1.277539910842111714e+00 5.107945400000000191e+00
-1.838201438700000097e+02 6.672112666666665248e-01 2.276355761041177206e-01 -2.007872625800000037e+02 -4.092229498013379430e-01 7.528820500000000138e+00
-1.834077914000000078e+02 7.600899533333331792e-01 2.315262833680580001e-01 -2.011996150500000056e+02 -2.736836951760564407e+00 1.007804400000000022e+01
-1.829954389300000059e+02 9.159164199999998424e-01 2.228264543603740711e-01 -2.016119675200000074e+02 -5.533247604699444544e+00 6.315498999999999974e+00
-1.825830864600000041e+02 9.076679399999998399e-01 2.199591792620547992e-01 -2.020243199999999888e+02 -7.600813539638323846e+00 6.666140600000000305e+00
-1.821707339900000022e+02 9.722692433333331996e-01 2.217306243358874995e-01 -2.024366724699999907e+02 -6.639789428243870084e+00 4.230409599999999770e+00
-1.817583815200000004e+02 8.771543299999998711e-01 2.257024156971695061e-01 -2.028490249399999925e+02 -3.569943259203096630e+00 5.781869999999999621e+00
-1.813460290399999906e+02 8.388691933333332074e-01 2.238958770679972399e-01 -2.032613774099999944e+02 -5.109155244956564701e-01 6.417086600000000196e+00
-1.809336765699999887e+02 7.979658366666665392e-01 2.212073437536246356e-01 -2.036737298799999962e+02 -4.215850478821603353e-02 4.733057999999999765e+00
-1.805213240999999869e+02 8.274585933333331589e-01 2.151379702560874685e-01 -2.040860823499999981e+02 8.917561122729041889e-01 6.258636499999999714e+00
-1.801089716300000134e+02 8.979901599999998707e-01 2.152245787891557405e-01 -2.044984348300000079e+02 -4.545859863326423000e-01 6.756808799999999948e+00
-1.796966191600000116e+02 8.610940166666665174e-01 2.160929420727372985e-01 -2.049107873000000097e+02 -1.583751926604855642e+00 1.020900900000000000e+01
-1.792842666900000097e+02 8.567122066666664759e-01 2.174462250220118853e-01 -2.053231397700000116e+02 -3.716020128564081926e+00 7.899298700000000117e+00
-1.788719142200000078e+02 8.668702099999998634e-01 2.163317629443559376e-01 -2.057354922400000135e+02 -5.107548590523308008e+00 4.283215000000000217e+00
-1.784595617500000060e+02 9.490066533333331167e-01 2.139325653072462474e-01 -2.061478447099999869e+02 -4.719616542482533816e+00 5.137212800000000357e+00
-1.780472092800000041e+02 1.120855019999999813e+00 2.175806717117311773e-01 -2.065601971799999887e+02 -1.540161197754747135e+00 6.899368299999999898e+00
-1.776348568100000023e+02 1.331662666666666439e+00 2.165543559312502475e-01 -2.069725496599999985e+02 9.437906769730396439e-01 9.341710000000000846e+00
-1.772225043299999925e+02 1.396402899999999780e+00 2.151417502670787407e-01 -2.073849021300000004e+02 4.010119108367493190e+00 7.985327999999999982e+00
-1.768101518599999906e+02 1.250679533333333149e+00 2.135694083576430147e-01 -2.077972546000000023e+02 4.201617296408266533e+00 7.575189599999999857e+00
-1.763977993899999888e+02 1.115892233333333206e+00 2.073314983473391049e-01 -2.082096070700000041e+02 5.548841357782374750e+00 1.113033099999999997e+01
-1.759854469199999869e+02 1.143198933333333223e+00 2.055749123651875732e-01 -2.086219595400000060e+02 3.087030595823148094e+00 6.874959999999999738e+00
-1.755730944500000135e+02 1.124782233333333270e+00 2.035744486784305807e-01 -2.090343120100000078e+02 3.799718310530588727e+00 3.549787499999999874e+00
-1.751607419800000116e+02 1.074887933333333212e+00 2.115781394922402470e-01 -2.094466644800000097e+02 4.311511355258375922e+00 6.640810499999999728e+00
-1.747483895100000098e+02 1.001800866666666456e+00 2.114381118200338583e-01 -2.098590169599999911e+02 7.249927346652829563e+00 6.784081999999999724e+00
-1.743360370400000079e+02 1.094268833333333246e+00 2.146450824009502045e-01 -2.102713694299999929e+02 6.253775648047283475e+00 6.542400400000000005e+00
-1.739236845700000060e+02 1.159373566666666466e+00 2.145175599540231348e-01 -2.106837218999999948e+02 5.023114876088057734e+00 5.648232000000000141e+00
-1.735113321000000042e+02 1.171077599999999830e+00 2.159287735962732435e-01 -2.110960743699999966e+02 2.310460252795497826e+00 7.510010000000000296e+00
-1.730989796199999944e+02 1.075648023333333203e+00 2.153678444914104984e-01 -2.115084268399999985e+02 8.460183041696049955e-01 6.023395999999999972e+00
-1.726866271499999925e+02 1.028850256666666407e+00 2.194959348419577572e-01 -2.119207793100000004e+02 8.187303322307251108e-01 6.360392599999999952e+00
-1.722742746799999907e+02 9.029548133333331617e-01 2.205655421012492345e-01 -2.123331317900000101e+02 3.967462364958512122e+00 4.026207399999999659e+00
-1.718619222099999888e+02 7.885695233333331888e-01 2.210513535818340036e-01 -2.127454842600000120e+02 6.198234846352964844e+00 7.260104700000000300e+00
-1.714495697399999870e+02 7.837341566666664594e-01 2.168815093315537568e-01 -2.131578367300000139e+02 8.132821594393739417e+00 4.527235000000000120e+00
-1.710372172700000135e+02 8.606470166666664312e-01 2.171255488101753728e-01 -2.135701891999999873e+02 8.100451889101179859e+00 8.610725999999999658e+00
-1.706248648000000117e+02 9.034762833333331855e-01 2.194214155152656165e-01 -2.139825416699999892e+02 6.935740640475287044e+00 9.196965999999999752e+00
-1.702125123300000098e+02 8.873261833333331294e-01 2.158686760521540127e-01 -2.143948941399999910e+02 5.909439958536407467e+00 9.086916999999999689e+00
-1.698001598600000079e+02 1.028273666666666530e+00 2.146639659004028755e-01 -2.148072466200000008e+02 4.746414963264194320e+00 6.347322000000000131e+00
-1.693878073900000061e+02 1.234800666666666435e+00 2.114283863138063380e-01 -2.152195990900000027e+02 5.947145034658649188e+00 8.123303999999999192e+00
-1.689754549099999963e+02 1.360034333333333123e+00 2.130015241079475097e-01 -2.156319515600000045e+02 7.884045546032756313e+00 5.270651299999999928e+00
-1.685631024399999944e+02 1.382431799999999766e+00 2.154283395302182269e-01 -2.160443040300000064e+02 8.763871044073530570e+00 8.950989999999999114e+00
-1.681507499699999926e+02 1.391753233333333117e+00 2.252502462886435963e-01 -2.164566565000000082e+02 7.479860062114302544e+00 7.090740699999999563e+00
-1.677383974999999907e+02 1.408944299999999927e+00 2.306978545988370155e-01 -2.168690089700000101e+02 6.409711513488410617e+00 6.026238400000000439e+00
-1.673260450299999889e+02 1.314149533333333064e+00 2.307239072528268209e-01 -2.172813614400000120e+02 6.566990118216197381e+00 6.594473999999999947e+00
-1.669136925599999870e+02 1.207165633333333155e+00 2.197019780206955208e-01 -2.176937139199999933e+02 7.850359409610651262e+00 5.016310999999999964e+00
-1.665013400900000136e+02 1.086500099999999858e+00 2.144836347545446831e-01 -2.181060663899999952e+02 6.003278371005104752e+00 6.140205400000000147e+00
-1.660889876200000117e+02 1.096444333333333132e+00 2.151652570988381863e-01 -2.185184188599999970e+02 4.467825909045878063e+00 4.331136700000000062e+00
-1.656766351500000098e+02 1.115336266666666631e+00 2.220271443256386923e-01 -2.189307713299999989e+02 3.343766297086652628e+00 3.823511100000000162e+00
-1.652642826800000080e+02 1.082633399999999968e+00 2.224650974918309931e-01 -2.193431238000000008e+02 4.505483061794092414e+00 9.313496999999999915e+00
-1.648519301999999982e+02 9.771158866666665999e-01 2.130059493845241347e-01 -2.197554762700000026e+02 5.171621779855212431e+00 9.149264999999999759e+00
-1.644395777299999963e+02 8.870111199999998197e-01 2.020067346945701725e-01 -2.201678287500000124e+02 6.358877704582998724e+00 8.648410000000000153e+00
-1.640272252599999945e+02 9.369708533333331868e-01 1.993124078067239624e-01 -2.205801812199999858e+02 6.003885699310785640e+00 9.101549999999999585e+00
-1.636148727899999926e+02 1.006081533333333278e+00 2.027538427240396790e-01 -2.209925336899999877e+02 7.637194317351560180e+00 7.023662599999999756e+00
-1.632025203199999908e+02 1.079477499999999868e+00 2.087017579328535877e-01 -2.214048861599999896e+02 7.645929562058999984e+00 5.308604700000000065e+00
-1.627901678499999889e+02 1.114363066666666624e+00 2.139877586030227985e-01 -2.218172386299999914e+02 9.268107880099774931e+00 5.665773399999999960e+00
-1.623778153799999870e+02 1.091331133333333092e+00 2.190116823365526322e-01 -2.222295910999999933e+02 8.414484094827562544e+00 5.937401999999999624e+00
-1.619654629100000136e+02 1.058113766666666455e+00 2.200445900758718210e-01 -2.226419435800000031e+02 9.108525569555348866e+00 5.624411600000000178e+00
-1.615531104400000117e+02 1.004013999999999740e+00 2.224746027823188144e-01 -2.230542960500000049e+02 7.191569037616468485e+00 7.119423000000000279e+00
-1.611407579700000099e+02 9.798913766666664804e-01 2.182078120360146090e-01 -2.234666485200000068e+02 8.447717598990577059e+00 9.916712000000000415e+00
-1.607284054900000001e+02 9.464236433333331755e-01 2.189857156543706940e-01 -2.238790009900000086e+02 8.545638570364683773e+00 7.694613499999999995e+00
-1.603160530199999982e+02 9.400936766666665445e-01 2.170234032195316465e-01 -2.242913534600000105e+02 8.947271578405457504e+00 4.087077999999999989e+00
-1.599037005499999964e+02 9.047815666666665368e-01 2.204641164224933336e-01 -2.247037059300000124e+02 8.779667049779565247e+00 8.343419000000000807e+00
-1.594913480799999945e+02 8.365541466666664983e-01 2.227187415859430419e-01 -2.251160583999999858e+02 8.100584077840684571e+00 6.369035000000000224e+00
-1.590789956099999927e+02 8.126409466666665304e-01 2.225786075616865700e-01 -2.255284108799999956e+02 1.019390071590180646e+01 6.999625700000000172e+00
-1.586666431399999908e+02 8.740293466666665401e-01 2.204038014485379393e-01 -2.259407633499999974e+02 8.031447280629592456e+00 6.379161400000000093e+00
-1.582542906699999889e+02 9.949954333333331791e-01 2.079243645904373106e-01 -2.263531158199999993e+02 9.807217062003699581e+00 8.500135999999999470e+00
-1.578419381999999871e+02 1.118982466666666564e+00 1.977262384175572651e-01 -2.267654682900000012e+02 9.890879000044472846e+00 6.775046999999999819e+00
