Name,NHI_c,Sigma_NHIc,NHI_w,Sigma_NHIw,f_c,Sigma_fc,Tsky,NHI_uncorr_fit
r4,0.5120735587723808,0.12603166645700115,8.491019563312372,0.537950548996208,0.05687751440849312,0.013632897924417969,2.73,8.304792797433073
