Name,tau,Sigma_tau,velocity_tau,Sigma_velocity_tau,fwhm,Sigma_fwhm,mean_Ts,sigma_mean_Ts,T_k_max,NHI_c,Sigma_NHI_c,v_shift,Order
r4,1.5464269364259042,0.16540968221164878,-253.33983782767697,0.09121849413091247,1.706412635944111,0.2175347498930795,10.000000000000002,1.8134315853020082,63.67038274314333,0.5120735587723808,0.12603166645700115,0.05336170008357044,0.0
