Name,TB_WNM,Sigma_TB_WNM,velocity_TB,Sigma_velocity_TB,fwhm,Sigma_fwhm,T_k_max,NHI_w,Sigma_NHI_w,F_value
r4,14.199896212047282,0.5971556379518261,-250.15099908435542,0.4788540124983728,18.719956427609535,1.1394705011434854,7662.650383335876,5.1583272496805055,0.38161174782716867,0.0
r4,8.396849295469398,0.4993534545437182,-223.38141594432074,0.8094769923593234,20.453139199999782,1.9839050288511508,9147.223527940458,3.332692313631867,0.37916126791329163,0.0
