Name,TB_WNM,Sigma_TB_WNM,velocity_TB,Sigma_velocity_TB,fwhm,Sigma_fwhm,T_k_max,NHI_w,Sigma_NHI_w,F_value
example_spec,35.310915633992444,0.5856922582650071,244.0153795660253,0.07866273281572099,26.854403431312953,0.25308524474302974,15768.862336528355,18.401082622426532,0.3510336427612704,0.0
