Name,tau,Sigma_tau,velocity_tau,Sigma_velocity_tau,fwhm,Sigma_fwhm,mean_Ts,sigma_mean_Ts,T_k_max,NHI_c,Sigma_NHI_c,v_shift,Order
example_spec,0.3498576993871203,0.13878059275361274,240.29705302872839,2.8401764327559724,9.285794137514307,2.871004591335473,49.86456491471096,17.792741053595797,1885.4171204640759,3.1435574985171195,1.9384652266872833,3.9999999999999716,0.0
example_spec,0.6208589150078525,0.2848477009430625,244.9365524782739,0.3039734540504768,5.799505668863524,0.922990980304042,36.73205061145878,14.47562918866625,735.446860425537,2.566539543978309,1.6051103280121535,3.9999999999999716,1.0
