Name,NHI_c,Sigma_NHIc,NHI_w,Sigma_NHIw,f_c,Sigma_fc,Tsky,NHI_uncorr_fit
example_spec,5.710097042495429,2.5167492128074787,18.401082622426532,0.3510336427612704,0.23682362795391287,0.07973569969090638,3.8306300449371338,21.02428176197265
